epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
30,0.9592875242233276,9.999999747378752e-06,0.12281618267297745,0.954365074634552,0.14351843297481537
31,0.9813401103019714,9.999999747378752e-06,0.07701010257005692,0.9722222089767456,0.1005670577287674
32,0.9821882843971252,9.999999747378752e-06,0.05332184210419655,0.9722222089767456,0.10188116133213043
33,0.9949109554290771,9.999999747378752e-06,0.033680666238069534,0.97817462682724,0.07546371966600418
34,0.9915182590484619,9.999999747378752e-06,0.029621796682476997,0.9821428656578064,0.0804433673620224
35,0.9932146072387695,9.999999747378752e-06,0.027243195101618767,0.988095223903656,0.0731564313173294
36,0.9991518259048462,9.999999747378752e-06,0.015891751274466515,0.9900793433189392,0.06489142775535583
37,0.9983036518096924,9.999999747378752e-06,0.011720284819602966,0.988095223903656,0.06790905445814133
38,0.9987277388572693,9.999999747378752e-06,0.011677774600684643,0.9861111044883728,0.06405211240053177
39,0.9987277388572693,9.999999747378752e-06,0.009181145578622818,0.9861111044883728,0.06291252374649048
40,0.9995759129524231,9.999999747378752e-06,0.006874387618154287,0.9841269850730896,0.06369951367378235
41,0.9991518259048462,9.999999747378752e-06,0.006188322324305773,0.9861111044883728,0.06261690706014633
42,0.9978795647621155,9.999999747378752e-06,0.007861921563744545,0.9861111044883728,0.06058371439576149
43,0.9983036518096924,9.999999747378752e-06,0.006238970439881086,0.9821428656578064,0.06698614358901978
44,0.9995759129524231,9.999999747378752e-06,0.003821965539827943,0.9861111044883728,0.064224012196064
45,0.9995759129524231,9.999999747378752e-06,0.003554199356585741,0.9861111044883728,0.06619790941476822
46,1.0,9.999999747378752e-06,0.0027450956404209137,0.9861111044883728,0.0642702654004097
47,0.9995759129524231,4.999999873689376e-06,0.002923371037468314,0.9861111044883728,0.06486623734235764
48,1.0,4.999999873689376e-06,0.00193762534763664,0.9861111044883728,0.06410527974367142
49,1.0,4.999999873689376e-06,0.0020242175087332726,0.9861111044883728,0.0645722821354866
50,1.0,4.999999873689376e-06,0.0019005917711183429,0.9861111044883728,0.06529898941516876
