epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.6997455358505249,9.999999747378752e-05,0.5782045125961304,0.7916666865348816,0.5017443299293518
1,0.8112807273864746,9.999999747378752e-05,0.45461955666542053,0.8154761791229248,0.4304943084716797
2,0.8316369652748108,9.999999747378752e-05,0.39802315831184387,0.8253968358039856,0.40108636021614075
3,0.8464800715446472,9.999999747378752e-05,0.35972490906715393,0.8611111044883728,0.34103691577911377
4,0.8655640482902527,9.999999747378752e-05,0.3366178572177887,0.886904776096344,0.3115707337856293
5,0.8740457892417908,9.999999747378752e-05,0.31570738554000854,0.8789682388305664,0.31308409571647644
6,0.8829516768455505,9.999999747378752e-05,0.2970322072505951,0.8769841194152832,0.29531726241111755
7,0.894402027130127,9.999999747378752e-05,0.27194058895111084,0.89682537317276,0.26995086669921875
8,0.9045801758766174,9.999999747378752e-05,0.2577349841594696,0.9027777910232544,0.2544640302658081
9,0.8973706364631653,9.999999747378752e-05,0.25326070189476013,0.9047619104385376,0.2550208270549774
10,0.9050042629241943,9.999999747378752e-05,0.23820915818214417,0.9047619104385376,0.24960844218730927
11,0.9122137427330017,9.999999747378752e-05,0.23090927302837372,0.9047619104385376,0.23434826731681824
12,0.9168787002563477,9.999999747378752e-05,0.22033905982971191,0.9146825671195984,0.23089951276779175
13,0.9215436577796936,9.999999747378752e-05,0.20759494602680206,0.898809552192688,0.249724879860878
14,0.9232400059700012,9.999999747378752e-05,0.20330895483493805,0.9107142686843872,0.23219212889671326
15,0.9223918318748474,9.999999747378752e-05,0.19725218415260315,0.9186508059501648,0.21975663304328918
16,0.9257845878601074,9.999999747378752e-05,0.1892513781785965,0.9126983880996704,0.2229374647140503
17,0.9346904158592224,9.999999747378752e-05,0.18076926469802856,0.9126983880996704,0.21401959657669067
18,0.9435962438583374,9.999999747378752e-05,0.16872720420360565,0.932539701461792,0.19595466554164886
19,0.945292592048645,9.999999747378752e-05,0.16686800122261047,0.9226190447807312,0.18751996755599976
20,0.941051721572876,9.999999747378752e-05,0.16287630796432495,0.9265872836112976,0.1771298497915268
21,0.9546225666999817,9.999999747378752e-05,0.14799945056438446,0.9365079402923584,0.18322224915027618
22,0.9457167387008667,9.999999747378752e-05,0.1586703658103943,0.9345238208770752,0.1767115741968155
23,0.9529262185096741,9.999999747378752e-05,0.14659593999385834,0.9345238208770752,0.16982798278331757
24,0.9474130868911743,9.999999747378752e-05,0.14277787506580353,0.9404761791229248,0.16745412349700928
25,0.9537743926048279,9.999999747378752e-05,0.13374972343444824,0.9404761791229248,0.15754646062850952
26,0.9597116112709045,9.999999747378752e-05,0.130659818649292,0.9404761791229248,0.15995587408542633
27,0.9541984796524048,9.999999747378752e-05,0.13794876635074615,0.9444444179534912,0.1697547435760498
28,0.9597116112709045,9.999999747378752e-05,0.12867814302444458,0.9464285969734192,0.1599450558423996
29,0.9554707407951355,9.999999747378752e-05,0.12694865465164185,0.9365079402923584,0.16098470985889435
