epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
30,0.9855809807777405,9.999999747378752e-06,0.0483391098678112,0.976190447807312,0.07930426299571991
31,0.9919423460960388,9.999999747378752e-06,0.021487003192305565,0.988095223903656,0.040771208703517914
32,0.9944868683815002,9.999999747378752e-06,0.016498971730470657,0.97817462682724,0.07537244260311127
33,0.9987277388572693,9.999999747378752e-06,0.006903267465531826,0.9841269850730896,0.05291605740785599
34,1.0,9.999999747378752e-06,0.002003525150939822,0.9841269850730896,0.062491513788700104
35,0.9987277388572693,9.999999747378752e-06,0.0034379258286207914,0.9861111044883728,0.06963794678449631
36,0.9978795647621155,4.999999873689376e-06,0.004603964742273092,0.9861111044883728,0.06521815061569214
37,0.9995759129524231,4.999999873689376e-06,0.0023282275069504976,0.9841269850730896,0.0646706148982048
38,1.0,4.999999873689376e-06,0.0004397673183120787,0.9841269850730896,0.062478672713041306
39,1.0,4.999999873689376e-06,0.000720401993021369,0.9841269850730896,0.07040233910083771
