epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
30,0.9474130868911743,9.999999747378752e-06,0.1602860540151596,0.9365079402923584,0.1852671355009079
31,0.9766751527786255,9.999999747378752e-06,0.07882246375083923,0.9861111044883728,0.07743725180625916
32,0.991094172000885,9.999999747378752e-06,0.04029569402337074,0.9861111044883728,0.07059426605701447
33,0.9923664331436157,9.999999747378752e-06,0.03045124001801014,0.988095223903656,0.06537865847349167
34,0.995759129524231,9.999999747378752e-06,0.01857941411435604,0.97817462682724,0.0976087674498558
35,0.9961832165718079,9.999999747378752e-06,0.013153540901839733,0.9940476417541504,0.05089404061436653
36,0.9987277388572693,9.999999747378752e-06,0.008102519437670708,0.988095223903656,0.05366193875670433
37,0.9995759129524231,9.999999747378752e-06,0.004806950688362122,0.988095223903656,0.06139177083969116
38,1.0,9.999999747378752e-06,0.003489043330773711,0.9900793433189392,0.051905933767557144
39,0.9991518259048462,9.999999747378752e-06,0.0033349303994327784,0.9920634627342224,0.04764871299266815
40,0.9978795647621155,9.999999747378752e-06,0.00499232392758131,0.9920634627342224,0.050902366638183594
41,0.9995759129524231,9.999999747378752e-06,0.0033816650975495577,0.9920634627342224,0.047915250062942505
42,0.9995759129524231,9.999999747378752e-06,0.0024606355000287294,0.988095223903656,0.08072391897439957
43,0.9991518259048462,9.999999747378752e-06,0.0031510002445429564,0.9940476417541504,0.050728291273117065
44,0.9995759129524231,4.999999873689376e-06,0.003833543974906206,0.9920634627342224,0.0558435320854187
45,1.0,4.999999873689376e-06,0.0011169577483087778,0.9960317611694336,0.05506199598312378
46,1.0,4.999999873689376e-06,0.0006974721327424049,0.9940476417541504,0.052108604460954666
47,1.0,4.999999873689376e-06,0.0005799735663458705,0.9940476417541504,0.051797568798065186
